10000000 5000
6570094 6704783 20381
421618 4655970 89169
1810162 4538622 53527
452876 8497017 85369
1848458 5640750 16808
7853029 8178088 65220
4807072 6636680 49351
3147798 5090438 25457
1092404 3316634 88679
3878638 5675006 4034
2965083 5298920 8816
1835653 3386701 81137
4841174 7925322 91299
894549 3894701 88315
2743006 9680071 29064
113231 3437445 98445
2590477 4594803 21868
5738274 7544155 12305
9347029 9485964 45290
2490995 7538387 40279
3595029 5353658 5362
3920197 7189310 92062
1417687 4546835 33735
8208986 8441536 44635
637958 6013653 3992
3267540 9459069 41437
757514 7862343 31913
1895735 7922849 86538
5608040 7408812 33567
7669683 9899806 88305
3609962 6011186 41962
2515324 9931382 47623
3865420 7323738 94457
57473 2074405 52344
604409 6202108 90301
63478 122453 74193
3337343 4963890 36535
2395803 5233077 59383
841117 8082341 84546
5632260 8510799 703
720565 4637112 11888
1162527 7152436 59621
1310150 4476173 25041
6004608 7049998 15797
4173304 5768457 20206
463606 5890909 83683
854798 5054151 21025
4990686 5766952 54102
3849293 5366421 11570
1997904 3150967 38720
2718469 3351670 75831
2079910 6397347 44618
223849 3255883 20791
8297276 8744808 87140
2918111 5413074 55596
5649632 5898068 46505
952218 3433315 17654
7070692 8459255 84606
3825675 5941146 50250
8169068 9492993 64505
5361014 8907788 99325
6799972 9957275 96672
1844590 3213158 36872
1510433 3881733 81679
2968873 9439858 99789
340822 5089489 97857
1039155 3603679 66426
237685 8109847 25681
122291 4050992 67707
4736412 8888893 60700
6160551 9653399 21713
2960522 5652724 95340
565748 7321464 8497
3719548 5702620 35281
6688421 9584299 75139
8900441 9545594 64627
3149272 4114650 3782
2797428 3386956 29980
6025599 7423109 97323
7430843 8390817 33734
1367869 9600593 94285
7769669 9705934 71158
8001274 8335416 8973
6554388 9509771 28521
7561405 8655038 33293
71830 2536544 78886
4186479 5117523 44509
6983907 8737657 47816
467637 6923367 89766
1281313 7830535 20609
4315047 9198403 21201
6025684 8904337 90869
3213195 9421962 42637
7722168 8931733 97024
6493137 8467041 68413
1546032 5900334 40243
5395572 9179906 43073
556433 7917563 26979
901551 9104250 50346
2182863 6194016 97232
3230977 9014262 95635
7352179 7556297 16323
1759400 3285843 38284
1008011 7018389 86368
1991403 6315413 95856
408089 9300179 41887
8320012 9840422 21793
7083495 8876445 55707
497046 3826827 57257
7493525 9207413 56472
2438390 8990757 87085
2306920 9686392 43381
4319067 6582671 29224
3601060 5857352 53586
8843720 9916472 61340
839577 1733002 69428
1573423 6897816 89440
1173270 2135961 82236
5000096 5291668 79281
1865278 2493620 3045
621750 1484376 41434
908835 3687120 64705
522538 1268568 47376
4914144 6379889 48435
2084082 7739961 81258
1095889 1245423 14260
3331203 7993704 4034
129665 1220643 77303
3019231 7937684 77398
2798512 9802961 87369
424710 4301558 88097
759344 3849896 75216
7634816 9524050 14105
2548959 7387778 93994
6336213 7149393 33954
7717471 8394815 29842
1726017 3348083 39897
552118 5463012 85913
8482242 8929421 23597
2306820 3797106 26557
615015 3210541 67619
3890710 5598638 33866
4190206 5931111 85033
3304312 3318888 50344
8798306 9655100 99736
4548612 9888923 10902
1394806 3237005 36918
6305474 8751055 16281
5234895 6236969 98523
58066 4176918 11980
1919827 3268606 26994
87446 1383596 17703
5573801 7137665 48814
1822698 8878112 84053
192769 1573042 55505
989130 7257732 44427
1168889 8800032 97783
853303 9919944 3257
8369584 8673264 54503
2850181 6884459 12568
7286359 9196439 97525
4639785 9890157 81120
3973841 7027821 54921
1366870 9239007 49384
5456264 7823060 58505
6445393 8578565 32588
1739344 5245425 1477
653480 8615079 37772
5873089 6984662 27387
6327592 6385473 93919
8098263 9356512 80277
2738048 8170389 70433
5851510 9228240 14605
1622783 8467246 81475
8788519 8806657 37738
6147024 9901574 99482
1640917 3279613 61258
4097442 4810748 76336
683836 4835214 77350
9278953 9527779 62822
6572872 8884290 61084
1153149 9571031 15483
5422540 5623583 43722
9561674 9638188 27319
7536015 8350192 33976
890105 7013568 35549
689588 2809532 92817
767198 6906973 3565
4258538 6943535 3752
2620885 3537490 31531
110361 7200059 32172
1263509 7361143 3202
2776627 9403443 42093
1557983 9936701 3766
5564021 9093997 70310
2500454 9997997 83877
4333546 5706393 93408
5342715 6473590 16732
5933476 8646280 75269
1070712 7666385 12758
3697916 8270770 39470
3646440 8148265 19330
649643 3441243 22773
3377943 8108088 97107
5128207 8941963 7455
498517 1456311 7908
5398746 5789856 14300
3108506 3648923 4242
241590 4811554 37717
2477938 9116859 8429
4045969 6175853 95550
2338645 9085439 43814
5504639 7904769 85056
3612726 8643894 79351
3457353 8740932 21313
1755800 7364809 77624
6289069 9670897 83831
919722 2779402 32753
2023964 3020991 44307
1578033 4654201 22244
2202814 8700169 14449
301959 1098365 53093
658531 723080 57731
1883325 3659940 86808
39291 5340678 44092
5221838 5360604 99891
1510906 4654580 70788
2430627 9738412 66541
987517 6970942 87532
7048176 8548975 58084
751788 5586773 58253
2817574 4366504 76563
2387019 5025035 99642
7461102 8684974 82967
6147910 8724264 39996
6092002 6601219 61833
308246 3772151 89090
1679034 6026914 36069
7014430 8345575 23362
549459 6578958 72336
2165730 7407544 40476
5482149 7499655 6979
3858712 9886673 48365
5474707 7347774 33338
6012035 8974026 73953
330374 2104037 91524
2412282 4392207 63674
4997649 6607667 90587
7469593 8033718 21368
557081 8019052 16677
4145769 7942947 82406
1002597 3425095 98412
9709577 9800158 85084
7791216 8474294 49209
5923985 9281593 61244
2097938 9611966 81632
4004172 9905814 10265
1485840 1518173 17931
2068242 6576427 87523
3714148 5141674 22926
7430825 9287443 65872
2806391 5829584 7318
1727996 2515967 23828
29433 3506613 31395
5678642 9430597 12988
4044886 9856238 24953
3950700 8654222 45477
5436539 9864487 63649
198770 4529318 31890
8002646 8243465 73564
3825572 8190641 77358
107797 4020224 100
2331467 8264572 32419
6871647 8294004 39031
6488997 9203043 69627
816031 8861587 14512
2040984 7515808 81563
2302813 7380295 18102
95416 1566462 63771
5414705 8098061 7235
4404621 4439985 14227
5198331 7064133 34451
8798431 9395599 99022
7430850 8783598 9377
7986640 9569881 98373
1139508 1319022 76311
5876357 9270373 92119
1351936 8179170 88765
1386390 9745631 84180
5950161 7676687 82241
1273748 2081307 22225
4787976 7279637 2709
2322427 8594420 98307
637801 6025269 81904
5595150 9763530 84895
5378255 9251009 3916
1037733 9854567 96625
1846686 2389669 75794
3735451 3776058 37776
5719631 9726219 14463
999966 8318224 12121
5356801 5787941 91758
626719 9459510 86177
3780871 5474170 27797
3544400 7756074 39298
3057322 8922655 90307
8777221 9677590 44391
2174215 3140258 34059
2850009 6875708 26469
5111690 8304138 69039
3429914 8918601 69004
4130722 8786714 73297
8246224 9138832 16367
2741361 3720393 97238
2369159 3992818 57989
2624809 9566491 80643
2131468 9244081 74215
2675860 3934647 14472
5609919 9301008 90179
7352740 7605145 18221
8821779 9040097 48134
3807136 5687170 51199
4580433 7342354 13774
83714 1013152 34166
4969224 8710390 43336
2468380 7594033 9826
2241852 7665375 70258
1639591 4917711 4905
3043982 8754063 5912
396721 5260595 27408
6878816 9218500 67504
3025635 4443302 54673
122419 794501 97026
1135570 7908276 97092
1258794 2362312 82667
1118482 4830691 93051
544661 5012417 34903
6652007 9214919 52613
4336176 7922422 96594
5699368 8758440 9667
785848 5094535 28166
4369704 9537836 70152
2848688 3640730 92570
3273315 7737756 44491
6951200 7048461 6802
3650220 8166942 53844
7943271 8711602 66261
442873 4478174 34619
7295400 8447140 57040
5460086 6053840 56407
2869753 9356039 50941
3725743 9497919 5128
4184423 7366472 70168
7620579 8993345 43482
4937837 7088131 91942
738350 5760991 75236
3931188 8681620 3189
5676146 7113801 62413
4123285 6948420 57813
7221813 9583370 28004
678220 2453123 84042
1745514 4467393 26136
1168168 4866994 92607
161512 837162 29538
80645 7615700 17668
3376691 8888939 56017
8380527 9824230 37636
6938030 9100069 30133
262482 6402801 53417
1236647 3624613 53139
4302833 8264651 22613
7165046 8564698 6357
3431691 9791182 74524
2300142 4268853 36036
2429680 6865849 51735
8271139 9647348 44777
6651666 7603365 85358
6757353 8268086 23387
4103839 8530567 26188
3057256 9767214 50800
548216 6626747 69984
5165712 7713261 51033
20795 8172070 99076
2320936 2346594 67928
4750615 9198982 50128
3667070 4397962 37618
4028199 4517678 5635
3791382 4213558 73720
3853297 7895220 4287
3468828 9895837 87852
2611926 9562990 36067
3532974 7777638 65680
1100360 5949707 86474
812652 2099436 23761
2527986 9883716 74375
7050196 8711407 88688
2487814 2739605 22717
7093450 9469514 14098
3322811 9967170 9318
1371457 3218647 94497
2781636 7575661 6422
4328081 8830962 84059
2447673 8793761 50117
4547108 5796587 79121
5120348 6947175 23458
1711075 3997370 34864
5216115 6485183 74468
3238832 3578632 60334
3545802 5052930 83144
7278600 7433610 18142
2973097 7525623 16130
1279520 1853703 63443
3163815 9879931 11115
1476753 4430049 74574
4825522 9113452 21748
824526 7748980 35469
8556992 9383844 20651
1795823 6274664 99283
2634998 9365104 61436
4834494 6643704 11397
2133152 2768989 37019
5929023 6001471 90721
5808954 8064914 70887
2755354 5092381 47639
7580875 9183307 61090
221407 7846206 1967
5256876 9746401 58958
6777527 8537416 71132
3688766 4393162 36236
8070950 8523259 79939
3808599 9182348 13090
335719 9810069 58465
391334 826441 67418
8000066 9513680 22771
7183372 9677672 19997
6438762 9921130 82554
5178005 9057082 28954
232392 4471884 66369
1381397 3203525 71486
5539761 9452347 11097
1151046 7036052 19695
665494 1486764 46116
223959 4829556 37449
4343236 8107729 53867
4020907 8746852 53590
2976020 9483201 74720
4549453 8065755 69076
4781845 8911061 57311
501721 8293783 38708
1365269 8557833 91054
5476366 8110236 58451
3396062 8775729 45214
1516040 6158530 74770
9312331 9623768 18005
466198 8370620 38911
1319789 7853820 31282
4610861 8435927 80735
5596289 7346987 62579
1053601 5640769 80651
7892309 9522390 54835
4998755 6699715 65070
911168 6658166 57150
7069697 8103380 73189
4378150 6382028 13309
6848225 7512507 280
684365 4667770 54099
4799053 5295225 6377
891514 9479788 53364
1458719 4461466 10484
2353774 3939370 32873
10557 1569840 47980
1675627 8228005 59147
4632777 8847736 28844
1622319 5742238 27223
3254744 8235628 75447
5735908 7922514 76164
2721566 3606359 87740
2429089 4717705 95605
6082453 6176423 57070
409289 2632144 27195
2642700 4258515 97034
3106495 4318326 41390
1467454 2865642 5478
2210838 3089772 47715
3841751 7938061 18810
2094010 3029861 41323
1322377 8216721 79240
645809 4910117 96944
4422075 9244613 73366
5879145 9653901 21861
3912415 4722693 64560
2619727 9535261 99237
3777470 4917255 83043
3782948 7128092 89166
7582505 9530663 30917
1049473 3128717 41278
3007149 4451093 57998
1877561 7686389 3806
6299635 9599686 64770
4695132 7689404 18671
8411266 9417824 47437
4292178 4553902 99050
4491416 8331371 16304
4630670 8674459 60747
6677684 8463625 59603
243509 4610894 4671
2852173 3250657 55763
1826523 3453397 49676
1446682 5569434 65662
311452 3258838 60793
1346475 1670103 94968
5962280 6293913 48870
2970047 5809315 96592
4160857 7725619 43614
1802718 2624482 21297
3462322 9751727 64805
766993 5120251 31813
5039109 6946774 1562
3705137 8393455 70995
8670799 8704906 29832
51381 847945 99934
2442913 8861645 78566
1108135 4670959 48612
621080 4912929 9469
4764694 9231998 50302
2694319 5585991 2028
5977664 9167149 22279
3533124 8515314 85404
1316876 7238260 78858
8425410 9687872 115
3834056 9273354 51495
4232619 9650343 29491
1428909 7857105 16801
994536 8693873 29729
5759229 7603342 61727
3861572 4169996 72397
488377 5545072 66412
1927008 4060385 99535
312412 5377261 54146
7581484 9607622 79556
3931891 7607737 69261
3582233 5659233 18231
5011141 7605076 75336
4221878 6221366 86223
5751607 6341059 45452
511055 9029686 23375
999431 7518436 68446
1984848 5442790 45182
2500736 5755201 38794
254882 5362822 36629
2970558 8950790 68520
1146142 9436404 50752
4154635 8751218 78245
2973095 9246323 99610
1241053 5332547 40668
2787091 9694351 68074
305526 434078 83856
4806725 6718876 26645
7064058 7307460 98197
78694 5302853 61018
1545835 6155834 47928
982238 8424354 10421
4275107 7653225 77990
169704 6899547 67436
4748445 9769314 24841
6959147 8226334 11931
7194409 7393224 17456
4112099 9678265 40532
121263 3692509 47992
1511713 6319460 43037
7667546 7880479 88871
6091900 7444759 71109
671532 2883358 40685
2649523 3053061 40231
2633311 5338726 5028
3565059 3858152 64174
3275819 7870083 73750
2954084 4703891 85848
3075346 8860776 78356
1911157 7808768 6420
9351805 9791635 73966
4957028 9752745 65865
424277 1544489 65574
5590151 5785174 18634
739813 9441758 57359
4597965 7846786 38769
4984399 5727312 14588
1001062 2204642 85023
1065417 2903263 76720
1390536 8497971 87876
3258692 5604392 95863
378358 8215719 64959
3760575 9760208 5587
26149 5545381 12089
7503490 9344783 51902
5350275 6518494 66218
3593939 9773615 50616
3788203 7111352 71609
14614 5789578 53377
3382650 8512585 43912
370527 6633328 2603
2182742 9528037 34674
3288611 3747701 94881
3314759 8253289 56613
865378 5175893 60103
4210738 6733632 26729
3984352 7199850 20667
288907 5166819 48371
5338428 8594836 62984
1977486 9091806 91920
4864364 6752070 41599
7047105 7671026 69635
3311157 6805700 58245
4080797 8216933 89355
5173546 7462527 81599
2150001 4196158 92336
1396008 6993083 93040
5430102 6562826 98298
978473 1901253 93133
3509410 6541458 86970
261480 5649730 51333
448857 1391330 14789
6660965 7254556 42298
5471488 7735563 23094
2124918 3161385 85620
4206518 5311386 81778
3015206 4820820 94137
250921 5808246 56962
1229394 3922896 74566
287203 8116030 328
5936932 6803000 78159
2870686 7328261 27015
6505578 8501827 81570
4241140 7444125 69409
467220 6366057 30793
3088926 3469192 58530
6104132 8150970 79349
4428729 6745107 30270
4418421 8351625 59663
6509340 8984006 46865
2109668 8303357 148
487827 3690394 44761
2192221 9314842 50338
7912764 9636345 91477
1982173 2619916 73885
6089108 9212966 62811
6756429 6787849 83294
6017888 6667198 28374
436308 9313820 79998
673483 6945647 80355
1571666 4836700 83712
2059492 7453201 90457
3890685 7397962 82677
1803448 3848300 35374
6301972 7056129 55289
6630014 8031290 44396
1809177 4819138 825
1486335 5608823 35064
3316507 3837198 71371
417196 6506341 33370
1013904 3859393 21387
1312593 9913968 80879
2504425 8710554 87915
5075205 7287103 7715
2131333 4222477 9686
1277698 3777766 40975
1938515 5603227 76464
1212049 6855692 79151
5049246 7790756 95657
1678479 7982794 1997
5028201 8996697 61389
8910664 9949589 73981
3931440 9446820 886
1218542 2834735 76090
3058802 7957370 7422
4251488 7068489 1472
1625816 8706354 4698
1002281 5562045 16746
4381432 5869152 65992
1077089 7547630 48785
4279086 5092183 61833
3856828 5041771 88848
2230809 7004942 20287
1831696 2356028 55181
5414830 9024138 12550
4999670 8347913 80389
6625485 8949385 86742
144117 5154083 65138
4525548 5087181 34289
7553173 8118988 98271
518310 4914426 90453
4996495 8771253 48575
3518413 8385343 53516
7866460 8221983 9543
6890598 9277164 40724
806066 5238510 40393
4187894 6586456 82230
1073198 1858328 26346
3638337 6945508 68246
4588978 7015033 87233
49694 3087249 18010
5046189 6677702 89262
5947883 7826277 24027
4169865 5979793 90486
3447028 9005689 81083
4253094 9962765 35944
3355901 5919511 40189
6945450 8501741 98516
583786 3744439 60376
3512685 7689116 91760
776364 3916271 41453
7454066 9234281 3993
5839896 7796694 51876
5963923 6292839 38092
3954409 7814879 1472
1351845 7777643 54565
3697153 6504141 26817
2198893 5844331 72266
8459684 9559199 72404
2735927 4488720 61519
2927687 8404990 37882
155623 3169141 8299
3489486 5995518 4993
1959440 9757714 14183
195807 8430200 29061
2298396 6597279 6703
8802537 9768196 20208
4646867 6295013 35452
2283631 6722417 95135
8856035 9458344 83855
3117554 4902382 5196
587874 671789 60818
4077360 8196440 72687
1001433 3835073 48478
4030879 5131968 95030
3144509 4561029 93425
2912704 4284085 95961
1724068 7704293 59179
4007699 5839745 97948
2434881 2863733 72643
6035088 8497639 75024
1685779 8040284 62898
2717455 9882218 40257
3400003 5906494 91681
3571325 8531970 38912
5609351 9666355 83420
8059780 9893435 12476
7597727 7772094 36543
4647625 5953823 60593
761925 905055 40678
6334568 6940142 54668
6809593 7496778 40446
2730584 7872491 22663
5529100 8637077 39017
2208401 9537133 70987
4391107 7576045 80337
1275818 4967239 90123
5255684 7888294 87849
2419660 8741189 58023
3181585 6118135 63078
6358813 9516152 3219
6325744 7613481 16348
3070279 6714586 46931
4760037 5892942 360
4297170 7148312 25112
4389566 4419299 16219
5665383 9815988 99809
3553676 5106111 55492
510312 4811217 75151
929351 1868335 56735
4131413 7288163 72887
3334633 7417995 14982
488273 5067333 45920
7014265 8897566 5956
114625 6045877 19477
2981527 7939737 9043
2672308 2797514 74425
419976 2372117 44453
930287 7327609 72021
2798622 4702761 1371
6930034 7775848 5885
